DATUM OD;DATUM DO;NAZEV;MESTO;TYP;KATEGORIE;DISCIPLINY;PORADATEL;KLUB;KLUB CISLO;REGISTRACE DO;URL
15.05.2024;27.05.2024;European Championships Lonato;Lonato;repre-tùmy, Sledovanù, Svìt;Muìi, eny, Junioøi, Juniorky;Skeet, Trap;;;;;https://shooting.cz/cs/souteze/2024-05-15-european-championships-lonato
17.05.2024;19.05.2024;Kontroln’ sledovanù závod 2024 2.kolo;Plzeò;1. kategorie, ebø’èek, Sledovanù, Stát;Muìi, eny;LP 60, StP 3x20, VP 30+30, SM 60 ISSF, LM 60 ISSF;;;;;https://shooting.cz/cs/souteze/2024-05-17-kontrolni-sledovany-zavod-2024-2-kolo
17.05.2024;19.05.2024;Kontroln’ závod reprezentace 2024 2.kolo;Plzeò;1. kategorie, ebø’èek, Sledovanù, Stát;Muìi, eny;VzPi 60, SP 30+30, RP 2x30, VzPu 60 ISSF, SM 3x20, LM 3x20;;;;;https://shooting.cz/cs/souteze/2024-05-17-kontrolni-zavod-reprezentace-2024-2-kolo
18.05.2024;18.05.2024;Velká cena Chaloupek;Praha 9 Hloubìt’n;2. kategorie;Muìi, eny;SP 30+30;;;121;16.05.2024;https://shooting.cz/cs/souteze/2024-05-18
18.05.2024;18.05.2024;Západoèeská liga dorostu - 3.kolo;Klatovy;2. kategorie;Dorostenci st., Dorostenky st.;SM 60, LM 60;;;173;17.05.2024;https://shooting.cz/cs/souteze/2024-05-18-zapadoceska-liga-dorostu-3-kolo-1
19.05.2024;19.05.2024;Støelecká liga Horn’ Cerekev 2024 - 2.kolo;Horn’ Cerekev;2. kategorie;Muìi, eny, Junioøi, Juniorky, Dorostenci st., dorostenci ml.;SM 3x20, SM 60 ISSF, LM 3x20, LM 60 ISSF;;;252;19.05.2024;https://shooting.cz/cs/souteze/2024-05-19-strelecka-liga-horni-cerekev-2024-2-kolo
23.05.2024;09.06.2024;European Championships Osijek;Osijek;repre-tùmy, Sledovanù, Svìt;Muìi, eny, Junioøi, Juniorky;SP 30 m’øená, LP 60, RP 2x30, SM 3x20, SM 60 ISSF, LM 3x20, LM 60 ISSF;;;;;https://shooting.cz/cs/souteze/2024-05-23-european-championships-osijek
25.05.2024;25.05.2024;Cena pivovaru Chotìboø;Chotìboø;2. kategorie;Muìi, eny, Junioøi, Juniorky, Dorostenci st., dorostenci ml.;SP 30+30;;;120;;https://shooting.cz/cs/souteze/2024-05-25-cena-pivovaru-chotebor-1
25.05.2024;25.05.2024;Chalupecké mizivky;Praha 9;3. kategorie;Muìi, eny, Junioøi;M-PU-MC(Pu), M-PU-MC(OM);;;134;25.05.2024;https://shooting.cz/cs/souteze/2024-05-25-chalupecke-mizivky-1
25.05.2024;25.05.2024;Májová sportka;Praha 9 Hloubìt’n;3. kategorie;Muìi, eny;SP 30 m’øená;;;121;23.05.2024;https://shooting.cz/cs/souteze/2024-05-25
25.05.2024;26.05.2024;Èeskù pohár mládee 2024 2.kolo Karlovy Vary - Bøezová;Karlovy Vary - Bøezová;1. kategorie, ebø’èek, Sledovanù, Stát;Dorostenci st., Dorostenky st.;VzPi 40, SP 30+30, VzPu 40 ISSF, SM 3x20, SM 60;Èeskù støeleckù svaz;;115;13.05.2024;https://shooting.cz/cs/souteze/2024-05-25-cesky-pohar-mladeze-2024-2-kolo-karlovy-vary-brezova
25.05.2024;26.05.2024;Èeskù pohár mládee 2024 2.kolo Ostrava;Ostrava - Poruba;1. kategorie, ebø’èek, Sledovanù, Stát;Dorostenci st., Dorostenky st.;VzPi 40, SP 30+30, VzPu 40 ISSF, SM 3x20, SM 60;Èeskù støeleckù svaz;;368;13.05.2024;https://shooting.cz/cs/souteze/2024-05-25-klon-klon-cesky-pohar-mladeze-2024-2-kolo-ostrava
26.05.2024;26.05.2024;Buchlovské pøedovky;Buchlovice;2. kategorie;Muìi;PePiC, PeRe, PePuC, PePuV;;;209;;https://shooting.cz/cs/souteze/2024-05-26-buchlovske-predovky
26.05.2024;26.05.2024;Cena SSK ïár n.S.;Velké Meziø’è’;2. kategorie;Muìi, eny, Junioøi, Juniorky, Dorostenci st., dorostenci ml.;SM 3x20, SM 60, LM 3x20, LM 60;;;161;;https://shooting.cz/cs/souteze/2024-05-26-cena-ssk-zdar-n-s
26.05.2024;26.05.2024;Kelèská liga 2024 - 2.kolo;Kelè;2. kategorie;Muìi;SP 30+30;;;464;;https://shooting.cz/cs/souteze/2024-05-26-kelcska-liga-2024-2-kolo-1
26.05.2024;26.05.2024;Memoriál Miloše Slaniny 2024;Karviná;2. kategorie;Muìi, eny, Junioøi, Juniorky, Dorostenci st.;LP 60;;;373;26.05.2024;https://shooting.cz/cs/souteze/2024-05-26-memorial-milose-slaniny-2024
31.05.2024;02.06.2024;Oblastn’ støelecká liga kule Karviná 2024 - 3. kolo + ÈPM 2024 - 2. kolo (RP 2x30);Karviná - Nové Mìsto;2. kategorie;Muìi, eny, Junioøi, Juniorky, Dorostenci st., Dorostenky st., dorostenci ml., dorostenky ml.;SP 30+30, LP 60, StP 3x20, RP 2x30, VP 15+15;;;373;;https://shooting.cz/cs/souteze/2024-05-31-oblastni-strelecka-liga-kule-karvina-2024-3-kolo-cpm-2024-2-kolo-rp-2x30-1
31.05.2024;07.06.2024;ISSF World Cup Munich;Mnichov;repre-tùmy, Sledovanù, Svìt;Muìi, eny;VzPi 60, SP 30 m’øená, RP 2x30, VzPu 60 ISSF, SM 3x20, LM 3x20;;;;;https://shooting.cz/cs/souteze/2024-02-10-issf-world-cup-granada-clone-911039
01.06.2024;01.06.2024;Jarn’ cena Pøezletic;Ctìnice;2. kategorie;Muìi, eny, Dorostenci st., dorostenci ml.;SM 3x20, SM 60, LM 3x20, LM 60;;;190;;https://shooting.cz/cs/souteze/2024-06-01-jarni-cena-prezletic-1
01.06.2024;01.06.2024;Pohár J. Krofty;Praha 9 Hloubìt’n;2. kategorie;Muìi, eny;SP 30 m’øená;;;121;30.05.2024;https://shooting.cz/cs/souteze/2024-06-01
01.06.2024;01.06.2024;Posázavská tøic’tka Memorial Jaroslava Birndta;Krhanice;3. kategorie;;SP 30 m’øená;;;117;;https://shooting.cz/cs/souteze/2024-06-01-posazavska-tricitka-memorial-jaroslava-birndta-1
01.06.2024;01.06.2024;VC Krhanic;Krhanice;2. kategorie;;StP 3x20;;;117;;https://shooting.cz/cs/souteze/2024-06-01-vc-krhanic-1
01.06.2024;01.06.2024;VC SSK 0311-Most 2024;Èepirohy;2. kategorie;Muìi;PePiC, PeRe, KøPiC, PePiV, PePuC, PePuV, KøPuC, KøPuV;;;311;01.06.2024;https://shooting.cz/cs/souteze/2024-06-01-vc-ssk-0311-most-2024
01.06.2024;01.06.2024;VC SSK Brništì;Brništì ;2. kategorie;Muìi, eny, Dorostenci st.;SM 60 ISSF, LM 60 ISSF;;;10;01.06.2024;https://shooting.cz/cs/souteze/2024-06-01-vc-ssk-brniste-1
02.06.2024;02.06.2024;Lukovská sportka XV. ro4n9k;Luková u Lanškrouna;2. kategorie;Muìi;SP 30+30, VP 30+30;SSKP ORLICE Úst’ nad Orlic’;;262;24.05.2024;https://shooting.cz/cs/souteze/2024-06-02-lukovska-sportka-xv-ro4n9k
02.06.2024;02.06.2024;Memoriál Oldøicha Gavendy 4. roèn’k;Opava;2. kategorie;Muìi, eny, Junioøi, Juniorky, Dorostenci st., Dorostenky st.;SM 3x20, SM 60, LM 3x20, LM 60;;;4;30.05.2024;https://shooting.cz/cs/souteze/2024-06-02-memorial-oldricha-gavendy-4-rocnik
02.06.2024;02.06.2024;Støelecká liga Horn’ Cerekev 2024 - 3.kolo, Pohár AVZO Horn’ Cerekev;Horn’ Cerekev;2. kategorie;Muìi, eny, Junioøi, Juniorky, Dorostenci st., dorostenci ml.;SM 3x20, SM 60 ISSF, LM 3x20, LM 60 ISSF;;;252;02.06.2024;https://shooting.cz/cs/souteze/2024-06-02-strelecka-liga-horni-cerekev-2024-3-kolo-pohar-avzo-horni-cerekev
07.06.2024;09.06.2024;International Championship of Veterans;Plzeò;1. kategorie, Svìt;Veteráni 45 - 54 let, Veteráni 65+ let, SH1, eny, Veteráni;VzPi 40, SP 30+30, SP 30 m’øená, VzPu 40 ISSF;;;15;30.05.2024;https://shooting.cz/cs/souteze/2024-06-07-international-championship-of-veterans
08.06.2024;08.06.2024;Èervnové stø’len’ ;Borek;2. kategorie;Muìi, eny, Junioøi, Juniorky, Dorostenci st., áci 13 a 14 let, áci do 12 let;VzPu 60 ISSF, VzPu 40 ISSF, VzPu 30 ISSF vlee;;;301;05.06.2024;https://shooting.cz/cs/souteze/2024-06-08-cervnove-strileni-1
08.06.2024;08.06.2024;Dvorská šance;Dvory;2. kategorie;;VP 30+30;;;37;;https://shooting.cz/cs/souteze/2024-06-08-dvorska-sance
10.06.2024;19.06.2024;ISSF World Cup Lonato;Lonato;repre-tùmy, Sledovanù;Muìi, eny;Skeet, Trap;;;;;https://shooting.cz/cs/souteze/2024-02-04-issf-world-cup-shotgun-rabat-clone-216992
14.06.2024;16.06.2024;Kontroln’ sledovanù závod 2024 3.kolo;Plzeò;1. kategorie, ebø’èek, Sledovanù, Stát;Muìi, eny;LP 60, StP 3x20, VP 30+30, SM 60 ISSF, LM 60 ISSF;;;;;https://shooting.cz/cs/souteze/2024-06-14-kontrolni-sledovany-zavod-2024-3-kolo
14.06.2024;16.06.2024;Kontroln’ závod reprezentace 2024 3.kolo;Plzeò;1. kategorie, ebø’èek, Sledovanù, Stát;Muìi, eny;VzPi 60, SP 30+30, RP 2x30, VzPu 60 ISSF, SM 3x20, LM 3x20;;;;;https://shooting.cz/cs/souteze/2024-06-14-kontrolni-zavod-reprezentace-2024-3-kolo
15.06.2024;15.06.2024;Akátová sportka;Praha 9 Hloubìt’n;3. kategorie;Muìi, eny;SP 30 m’øená;;;121;13.06.2024;https://shooting.cz/cs/souteze/2024-06-15-akatova-sportka-1
15.06.2024;15.06.2024;Boreckù pohár 2024 - 2.kolo;Borek;2. kategorie;Muìi;SP 30+30;;;42;11.05.2024;https://shooting.cz/cs/souteze/2024-06-15-borecky-pohar-2024-2-kolo-1
15.06.2024;15.06.2024; Memoriál Fr. Myšky;Dvory;2. kategorie;;SM 60, LM 60;;;37;;https://shooting.cz/cs/souteze/2024-06-15-memorial-fr-mysky
16.06.2024;16.06.2024;Lukovská kule  XVII. roèn’k +  pøebor Pardubického a  Královéhradeckého kraje;Luková u Lanškrouna;2. kategorie, Kraj;Muìi;PePiC, PeRe, KøPiC, PePiV, PePuC, PePuV, KøPuC;SSKP ORLICE Úst’ nad Orlic’;;262;07.06.2024;https://shooting.cz/cs/souteze/2024-06-16-lukovska-kule-xvii-rocnik
21.06.2024;23.06.2024;Oblastn’ støelecká liga kule Karviná 2024 - 4. kolo + ÈPM 2024 - 3. kolo (RP 2x30);Karviná - Nové Mìsto;2. kategorie;Muìi, eny, Junioøi, Juniorky, Dorostenci st., Dorostenky st., dorostenci ml., dorostenky ml.;SP 30+30, LP 60, StP 3x20, RP 2x30, VP 15+15;;;373;;https://shooting.cz/cs/souteze/2024-06-21-oblastni-strelecka-liga-kule-karvina-2024-4-kolo-cpm-2024-3-kolo-rp-2x30-1
22.06.2024;22.06.2024;Letn’ Cena Chaloupek;Praha 9;2. kategorie;Muìi, eny, Junioøi, Juniorky, Dorostenci st., Dorostenky st., dorostenci ml., dorostenky ml.;SM 3x20, SM 60, LM 3x20, LM 60;;;134;;https://shooting.cz/cs/souteze/2024-06-22-letni-cena-chaloupek-1
22.06.2024;22.06.2024; VC SSK+AVZO Semily - Historické zbranì;Semily;2. kategorie;;PeRe, PeRe50m, KøPiC, PePiV, PePuV, KøPuV, Werndl;Michal Saska;;731;05.10.2024;https://shooting.cz/cs/souteze/2024-06-22-vc-ssk-avzo-semily-historicke-zbrane-1
23.06.2024;23.06.2024;VC SSK Prosimìøice;Prosimìøice;2. kategorie;Muìi, eny, Junioøi, Juniorky, Dorostenci st., dorostenci ml.;SM 3x20, SM 60, LM 3x20, LM 60;;;125;23.06.2024;https://shooting.cz/cs/souteze/2024-06-23-vc-ssk-prosimerice
23.06.2024;23.06.2024;Velká cena Bystøice n.P.;Bystøice nad Pernštejnem;2. kategorie;Muìi, eny, Junioøi, Juniorky, Dorostenci st., dorostenci ml.;SM 3x20, SM 60, LM 3x20, LM 60;;;303;;https://shooting.cz/cs/souteze/2024-06-23-velka-cena-bystrice-n-p-1
23.06.2024;23.06.2024;Vrchlabská libovolka I. a sportka;Vrchlab’;2. kategorie, Pi;Muìi, eny, Dorostenci st., Dorostenky st.;SP 30+30, LP 60;;;95;23.06.2024;https://shooting.cz/cs/souteze/2024-06-23-vrchlabska-libovolka-i-a-sportka-1
24.06.2024;27.06.2024;Olympiáda dìt’ a mládee 2024;Èeské Budìjovice;1. kategorie, Sledovanù;Dorostenci st., Dorostenky st.;VzPi 40, VzPu 40 ISSF;"Kraj Jihoèeskù;  ÈSS z.s. - Jihoèeské krajské sdruìen’";;;27.05.2024;https://shooting.cz/cs/souteze/2024-06-24-olympiada-deti-a-mladeze-2024-1
29.06.2024;29.06.2024;Polabskù pohár;podìbrady;2. kategorie;;SM 60, LM 60;Kol’n 0348;;32;;https://shooting.cz/cs/souteze/2024-06-29-polabsky-pohar-1
29.06.2024;29.06.2024;VC Buchlovic;Buchlovice;2. kategorie;Muìi, eny, Junioøi;SP 30+30, VP 15+15;;;209;;https://shooting.cz/cs/souteze/2024-06-29-vc-buchlovic-1
29.06.2024;30.06.2024;Èeskù pohár mládee 2024 3.kolo Manušice;Manušice;1. kategorie, ebø’èek, Sledovanù, Stát;Dorostenci st., Dorostenky st.;VzPi 40, SP 30+30, VzPu 40 ISSF, SM 3x20, SM 60;Èeskù støeleckù svaz;;200;17.06.2024;https://shooting.cz/cs/souteze/2024-06-29-cesky-pohar-mladeze-2024-3-kolo-manusice
29.06.2024;30.06.2024;Èeskù pohár mládee 2024 3.kolo Ostrava;Ostrava - Poruba;1. kategorie, ebø’èek, Sledovanù, Stát;Dorostenci st., Dorostenky st.;VzPi 40, SP 30+30, VzPu 40 ISSF, SM 3x20, SM 60;Èeskù støeleckù svaz;;368;17.06.2024;https://shooting.cz/cs/souteze/2024-06-29-cesky-pohar-mladeze-2024-3-kolo-ostrava
30.06.2024;30.06.2024;Kelèská liga 2024 - 3.kolo, CENA KELÈE;Kelè;2. kategorie;Muìi;SP 30+30;;;464;;https://shooting.cz/cs/souteze/2024-06-30-kelcska-liga-2024-3-kolo-cena-kelce
05.07.2024;05.07.2024;Klatovskù karafiát;Klatovy;2. kategorie;Muìi, eny, Junioøi, Juniorky, Dorostenci st., Senioøi;SP 30+30, LP 60;;;173;04.07.2024;https://shooting.cz/cs/souteze/2024-07-05-klatovsky-karafiat-1
06.07.2024;06.07.2024;59. roèn’k Velké ceny mìsta Uherskù Ostroh a 45. Roèn’k memoriálu Stanislava Køiváka;Uherskù Ostroh;2. kategorie;Muìi;PePiC, PeRe, PeRe50m, KøPiC, DPi, PePiV, PePuC, PePuV, KøPuC, DPu, DPuK, KøPuV, PePuC100m, PePuV100m, KøPu100;;;210;06.07.2024;https://shooting.cz/cs/souteze/2024-07-06-59-rocnik-velke-ceny-mesta-uhersky-ostroh-a-45-rocnik-memorialu-stanislava-krivaka
06.07.2024;06.07.2024;Velká cena Chotìboøe;Chotìboø;2. kategorie;Muìi, eny, Junioøi, Juniorky, Dorostenci st., dorostenci ml.;SP 30+30;;;120;;https://shooting.cz/cs/souteze/2024-07-06-velka-cena-chotebore-1
09.07.2024;16.07.2024;ISSF Junior World Cup Porpetto;Porpetto;repre-tùmy, Sledovanù, Svìt;Junioøi, Juniorky;Skeet, Trap;;;;;https://shooting.cz/cs/souteze/2024-07-09-issf-junior-world-cup-porpetto
10.07.2024;14.07.2024;Meeting of the Shooting Hopes 2024;Plzeò;1. kategorie, ebø’èek, Sledovanù, Svìt;Junioøi, Juniorky;VzPi 60, SP 30+30, LP 60, StP 3x20, RP 2x30, VzPu 60 ISSF, SM 3x20, SM 60 ISSF, LM 3x20, LM 60 ISSF;Sdruìen’ støeleckùch klubù mìsta Plznì;;;03.07.2024;https://shooting.cz/cs/souteze/2024-07-10-meeting-of-the-shooting-hopes-2024
20.07.2024;20.07.2024;Pohár mìsta Chotìboøe;Chotìboø;2. kategorie;Muìi, eny, Junioøi, Juniorky, Dorostenci st., dorostenci ml.;SP 30+30;;;120;;https://shooting.cz/cs/souteze/2024-07-20-pohar-mesta-chotebore-1
20.07.2024;20.07.2024;Velká cena Batelova;Batelov;2. kategorie;Muìi, eny, Junioøi, Dorostenci st., dorostenci ml.;SM 60, LM 60;;;383;18.07.2024;https://shooting.cz/cs/souteze/2024-07-20-velka-cena-batelova
21.07.2024;21.07.2024;Støelecká liga Horn’ Cerekev 2024 - 4.kolo;Horn’ Cerekev;2. kategorie;Muìi, eny, Junioøi, Juniorky, Dorostenci st., dorostenci ml.;SM 3x20, SM 60 ISSF, LM 3x20, LM 60 ISSF;;;252;21.07.2024;https://shooting.cz/cs/souteze/2024-07-21-strelecka-liga-horni-cerekev-2024-4-kolo
26.07.2024;05.08.2024;XXXIII Olympic Games;Paø’;repre-tùmy, Sledovanù, Svìt;Muìi, eny;VzPi 60, SP 30 m’øená, RP 2x30, VzPu 60 ISSF, SM 3x20, LM 3x20, Skeet, Trap;;;;;https://shooting.cz/cs/souteze/2024-07-26-xxxiii-olympic-games
27.07.2024;27.07.2024;Boreckù pohár 2024 - 3.kolo;Borek;2. kategorie;Muìi;SP 30+30;;;42;11.05.2024;https://shooting.cz/cs/souteze/2024-07-27-borecky-pohar-2024-3-kolo-1
27.07.2024;28.07.2024;Potkali se u Kol’na 11.roèn’k;Podìbrady;2. kategorie;;SM 3x20, SM 60, LM 3x20, LM 60;SSK DDM Kol’n è. 0045;;45;;https://shooting.cz/cs/souteze/2024-07-27-potkali-se-u-kolina-11-rocnik-2
28.07.2024;28.07.2024;Kelèská liga 2024 - 4.kolo;Kelè;2. kategorie;Muìi;SP 30+30;;;464;;https://shooting.cz/cs/souteze/2024-07-28-kelcska-liga-2024-4-kolo-1
03.08.2024;03.08.2024;Memoriál Guntera Stoklasy  ,, osmù  ROÈNÍK “;Nová paka;2. kategorie;Muìi;PePiC, PeRe, PePiV, PePuC, PePuV, KøPuC, Werndl;;;192;03.08.2024;https://shooting.cz/cs/souteze/2024-08-03-memorial-guntera-stoklasy-osmy-rocnik
04.08.2024;04.08.2024;Pohár Lobez;Plzeò;2. kategorie;Muìi, eny, Dorostenci st., Dorostenky st., Senioøi;SP 30+30, StP 3x20;;;232;02.08.2024;https://shooting.cz/cs/souteze/2024-08-04-pohar-lobez
10.08.2024;10.08.2024;Boreckù pohár 2024 - 4.kolo;Borek;2. kategorie;Muìi;SP 30+30;;;42;11.05.2024;https://shooting.cz/cs/souteze/2024-08-10-borecky-pohar-2024-4-kolo-1
10.08.2024;10.08.2024;Memoriál Josefa Sùse;Sokolov;2. kategorie;Muìi, eny, Junioøi, Dorostenci st., Senioøi;SP 30+30, StP 3x20;;;258;10.08.2024;https://shooting.cz/cs/souteze/2024-08-10-memorial-josefa-syse
10.08.2024;10.08.2024;Pohár mìsta Hluè’na;Hluè’n;2. kategorie;Muìi, eny, Junioøi, Juniorky, Dorostenci st., Dorostenky st., dorostenci ml., dorostenky ml., Veteráni;SM 3x20, SM 60;;;34;09.08.2024;https://shooting.cz/cs/souteze/2024-08-10-pohar-mesta-hlucina-1
11.08.2024;11.08.2024;Opavskù leák a standard a pøebor Moravskoslezského kraje;Opava;2. kategorie;Muìi, eny, Junioøi, Juniorky, Dorostenci st., Dorostenky st.;SM 3x20, SM 60, LM 3x20, LM 60;Ostroj Opava;;4;08.08.2024;https://shooting.cz/cs/souteze/2024-08-11-opavsky-lezak-a-standard-a-prebor-moravskoslezskeho-kraje
11.08.2024;11.08.2024;Støelecká liga Horn’ Cerekev 2024 - 5.kolo;Horn’ Cerekev;2. kategorie;Muìi, eny, Junioøi, Juniorky, Dorostenci st., dorostenci ml.;SM 3x20, SM 60 ISSF, LM 3x20, LM 60 ISSF;;;252;11.08.2024;https://shooting.cz/cs/souteze/2024-08-11-strelecka-liga-horni-cerekev-2024-5-kolo
17.08.2024;18.08.2024;Akademické mistrovstv’ ÈR 2024;Plzeò;1. kategorie, ebø’èek, Sledovanù, Stát;Muìi, eny;VzPi 60, SP 30+30, LP 60, VzPu 60 ISSF, SM 3x20, SM 60, LM 3x20, LM 60 ISSF;Èeskù støeleckù svaz;;;17.08.2024;https://shooting.cz/cs/souteze/2024-08-17-akademicke-mistrovstvi-cr-2024
17.08.2024;18.08.2024;Èeskù pohár mládee 2024 4.kolo Plzeò spoleèné;Plzeò;1. kategorie, ebø’èek, Sledovanù, Stát;Dorostenci st., Dorostenky st.;VzPi 40, SP 30+30, RP 2x30, VzPu 40 ISSF, SM 3x20, SM 60;Èeskù støeleckù svaz;;;05.08.2024;https://shooting.cz/cs/souteze/2024-08-17-cesky-pohar-mladeze-2024-4-kolo-plzen-spolecne
18.08.2024;18.08.2024;Vrchlabská libovolka II. a sportka;Vrchlab’;2. kategorie, Pi;Muìi, eny, Dorostenci st., Dorostenky st.;SP 30+30, LP 60;;;95;18.08.2024;https://shooting.cz/cs/souteze/2024-08-18-vrchlabska-libovolka-ii-a-sportka-1
23.08.2024;25.08.2024;Kontroln’ sledovanù závod 2024 4.kolo;Plzeò;1. kategorie, ebø’èek, Sledovanù, Stát;Muìi, eny;LP 60, StP 3x20, VP 30+30, SM 60 ISSF, LM 60 ISSF;;;;;https://shooting.cz/cs/souteze/2024-08-23-kontrolni-sledovany-zavod-2024-4-kolo
23.08.2024;25.08.2024;Kontroln’ závod reprezentace 2024 4.kolo;Plzeò;1. kategorie, ebø’èek, Sledovanù, Stát;Muìi, eny;VzPi 60, SP 30+30, RP 2x30, VzPu 60 ISSF, SM 3x20, LM 3x20;;;;;https://shooting.cz/cs/souteze/2024-08-23-kontrolni-zavod-reprezentace-2024-4-kolo
24.08.2024;24.08.2024;Rychlá pistole;Nová paka;3. kategorie;Muìi;StVzPi 3x20;;;192;24.08.2024;https://shooting.cz/cs/souteze/2024-08-24-rychla-pistole
24.08.2024;25.08.2024;VC Podìbrad 2024 - Memoriál J. Vlèka;Podìbrady;2. kategorie;;LM 3x20, LM 60;;;32;;https://shooting.cz/cs/souteze/2024-08-24-vc-podebrad-2024-memorial-j-vlcka-1
30.08.2024;01.09.2024;Oblastn’ støelecká liga kule Karviná 2024 - 5. kolo;Karviná - Nové Mìsto;2. kategorie;Muìi, eny, Junioøi, Juniorky, Dorostenci st., Dorostenky st., dorostenci ml., dorostenky ml.;SP 30+30, LP 60, StP 3x20, RP 2x30, VP 15+15;;;373;;https://shooting.cz/cs/souteze/2024-08-30-oblastni-strelecka-liga-kule-karvina-2024-5-kolo-1
31.08.2024;31.08.2024;Memoriál Gery a Libora Kùrkovùch;Manušice;2. kategorie;Muìi, eny, Junioøi, Juniorky, Dorostenci st., dorostenci ml.;SM 3x20, SM 60;;;200;25.08.2024;https://shooting.cz/cs/souteze/2024-08-31-memorial-gery-a-libora-kurkovych-1
31.08.2024;31.08.2024;Podzimn’ vùstøel;Horn’ Cerekev;2. kategorie;Muìi, eny;SM 60 ISSF, LM 60 ISSF;;;252;31.08.2024;https://shooting.cz/cs/souteze/2024-08-31-podzimni-vystrel
31.08.2024;31.08.2024;Posledn’ prázdninovù vùstøel 23. roèn’k a 16. roèn’k Memoriálu Karla Aubuse;Uherskù Ostroh;2. kategorie;Muìi;PePiC, PeRe, PeRe50m, KøPiC, DPi, PePuC, PePuV, KøPuC, DPu, PePuC100m, PePuV100m;;;210;31.08.2024;https://shooting.cz/cs/souteze/2024-08-31-posledni-prazdninovy-vystrel-23-rocnik-a-16-rocnik-memorialu-karla-aubuse
31.08.2024;31.08.2024;Velká cena SSK Chotìboø;Chotìboø;2. kategorie;Muìi, eny, Junioøi, Juniorky, Dorostenci st., dorostenci ml.;SM 3x20, SM 60, LM 3x20, LM 60;;;120;;https://shooting.cz/cs/souteze/2024-08-31-velka-cena-ssk-chotebor-1
01.09.2024;01.09.2024;Memoriál F.Vobra;Bystøice nad Pernštejnem;2. kategorie;Muìi, eny, Junioøi, Juniorky, Dorostenci st., dorostenci ml.;SM 60, LM 60;;;303;;https://shooting.cz/cs/souteze/2024-09-01-memorial-f-vobra-1
01.09.2024;01.09.2024;Memoriál Ilka Dlouhého;Prosimìøice;2. kategorie;Muìi, eny, Junioøi, Juniorky, Dorostenci st., dorostenci ml.;SM 3x20, SM 60, LM 3x20, LM 60;;;125;01.09.2024;https://shooting.cz/cs/souteze/2024-09-01-memorial-ilka-dlouheho
06.09.2024;08.09.2024;Èeskù pohár mládee 2024 finále Plzeò;Plzeò;1. kategorie, ebø’èek, Sledovanù, Stát;Dorostenci st., Dorostenky st.;VzPi 40, SP 30+30, RP 2x30, VzPu 40 ISSF, SM 3x20, SM 60;Èeskù støeleckù svaz;;;26.08.2024;https://shooting.cz/cs/souteze/2024-08-17-klon-cesky-pohar-mladeze-2024-4-kolo-plzen
06.09.2024;08.09.2024;Kontroln’ závod reprezentace 2024 Finále;Plzeò;1. kategorie, ebø’èek, Sledovanù, Stát;Muìi, eny;VzPi 60, SP 30+30, RP 2x30, VzPu 60 ISSF, SM 3x20, LM 3x20;;;;;https://shooting.cz/cs/souteze/2024-09-06-kontrolni-zavod-reprezentace-2024-finale
07.09.2024;07.09.2024;Boreckù pohár 2024 - 5.kolo;Borek;2. kategorie;Muìi;SP 30+30;;;42;11.05.2024;https://shooting.cz/cs/souteze/2024-09-07-borecky-pohar-2024-5-kolo-1
07.09.2024;07.09.2024;Memoriál Františka Rejmana;Praha 9 Hloubìt’n;3. kategorie;Muìi, eny;SP 30 m’øená;;;121;05.09.2024;https://shooting.cz/cs/souteze/2024-09-07-memorial-frantiska-rejmana-1
08.09.2024;08.09.2024;Kelèská liga 2024 - 5.kolo + FINÁLE;Kelè;2. kategorie;Muìi;SP 30+30;;;464;;https://shooting.cz/cs/souteze/2024-09-08-kelcska-liga-2024-5-kolo-finale-1
09.09.2024;12.09.2024;Memoriál Milana Albrechta;Hluè’n;2. kategorie;Muìi, eny, Junioøi, Juniorky, Dorostenci st., Dorostenky st., Veteráni;SM 60, LM 60;;;34;12.09.2024;https://shooting.cz/cs/souteze/2024-09-09
14.09.2024;14.09.2024;Chaloupecká sportka;Praha 9 Hloubìt’n;3. kategorie;Muìi, eny;SP 30 m’øená;;;121;12.09.2024;https://shooting.cz/cs/souteze/2024-09-14-chaloupecka-sportka-1
14.09.2024;14.09.2024;Podzimn’ cena Pøezletic;Ctìnice;2. kategorie;Muìi, eny, Dorostenci st., dorostenci ml.;SM 3x20, SM 60, LM 3x20, LM 60;;;190;;https://shooting.cz/cs/souteze/2024-09-14-podzimni-cena-prezletic
14.09.2024;14.09.2024;VC Pelhøimova, Memoriál J.Veverky;Pelhøimov;2. kategorie;Muìi, eny, Junioøi, Juniorky, Dorostenci st., dorostenci ml.;SM 3x20, SM 60, LM 3x20, LM 60;;;353;;https://shooting.cz/cs/souteze/2024-09-14-vc-pelhrimova-memorial-j-veverky-1
15.09.2024;15.09.2024;Memoriál Jana Vondráèka  XVII. roèn’k;Luková u Lanškrouna;2. kategorie;Muìi;PePiC, PeRe, KøPiC, PePiV, PePuC, PePuV, KøPuC;SSKP ORLICE Úst’ nad Orlic’;;262;06.09.2024;https://shooting.cz/cs/souteze/2024-09-15-memorial-jana-vondracka-xvii-rocnik
